"","file_identifiers","A.identifier","biosample","batch.extraction","irf.study.id","id.cohort","id.individual","tissue","data.received","dn.rna","date.broad.extract","quant.18s","quant.18s.sd","quant.kulesh","quant.kulesh.sd","rin.e","rna.conc.ng.uL","lib.conc.pmolar","xgen.index","Assigned","Unassigned_Unmapped","Unassigned_Read_Type","Unassigned_Singleton","Unassigned_MappingQuality","Unassigned_Chimera","Unassigned_FragmentLength","Unassigned_Duplicate","Unassigned_MultiMapping","Unassigned_Secondary","Unassigned_NonSplit","Unassigned_NoFeatures","Unassigned_Overlapping_Length","Unassigned_Ambiguity","sub.tissue","SampleType","study.group","challenge.group","animal.number","animal.tatoo","sex","weight","birth.date","viralReadCount","hostReadCount","pc.viral.reads","cohort.uncertain","cohort.numeric","totalReadCount","totalUnassigned","chrY_count","chrX_count","total_count","Xist","sex.1","pc_Y","pc_X","Y_X_ratio","sex_pred","chrY_count.1","chrX_count.1","total_count.1","Xist.1","sex.2","pc_Y.1","pc_X.1","Y_X_ratio.1","sex_pred.1","pred_recorded_sex_mismatch","dpi_time","dpi_time_factor","chrY_count.2","chrX_count.2","chrY_count.3","chrX_count.3","xist_counts","predicted_sex","pred_rec_sex_mismatch","dpi_time_numeric","infected"
"A0155_S110_L002","A0155_S110_L002","A0155","RA1818_Spleen","M","49-E2","D006","RA1818","Spleen",2019-01-10,"RA1818_Spleen_dnRNA","2020-02-07",85700000,2510000,225000,9040,NA,NA,NA,NA,8098726,0,0,0,0,0,0,0,1064001,0,0,7236011,0,281938,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",191524,7907202,0.0236486578259346,FALSE,6,8098726,8581950,100,173577,8098726,619,"F",1.23476210949722e-05,0.0214326302680199,0.000576113194720499,"F",100,173577,8098726,619,"F",1.23476210949722e-05,0.0214326302680199,0.000576113194720499,"F",FALSE,6,"6",100,173577,100,173577,619,"F",FALSE,6,"infected"
"A0156_S101_L002","A0156_S101_L002","A0156","RA1818_Kidney","J","49-E2","D006","RA1818","Kidney",2019-01-10,"RA1818_Kidney_dnRNA-L","2019-10-16",6.22e+09,1.91e+09,362,20.7,2.5,142,NA,NA,5753332,0,0,0,0,0,0,0,1607091,0,0,5982864,0,353990,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",25110,5728222,0.00436442743092177,FALSE,6,5753332,7943945,129,102274,5753332,957,"F",2.24217896690127e-05,0.0177764815240977,0.00126131763693607,"F",129,102274,5753332,957,"F",2.24217896690127e-05,0.0177764815240977,0.00126131763693607,"F",FALSE,6,"6",129,102274,129,102274,957,"F",FALSE,6,"infected"
"A0157_S56_L001","A0157_S56_L001","A0157","RA1818_Liver-L","L","49-E2","D006","RA1818","Liver",2019-01-10,"RA1818_Liver-L_dnRNA","2020-02-06",2.28e+08,44700000,635000,424000,2.7,14,21000,13,2418034,0,0,0,0,0,0,0,382865,0,0,979587,0,2237092,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",14491,2403543,0.00599288512899322,FALSE,6,2418034,3599544,28,24411,2418034,99,"F",1.1579655207495e-05,0.0100953915453629,0.00114702388267584,"F",28,24411,2418034,99,"F",1.1579655207495e-05,0.0100953915453629,0.00114702388267584,"F",FALSE,6,"6",28,24411,28,24411,99,"F",FALSE,6,"infected"
"A0160_S79_L002","A0160_S79_L002","A0160","RA1818_Brain-Gr","K","49-E2","D006","RA1818","Brain",2019-01-10,"RA1818_Brain-Gr_dnRNA-L","2019-10-17",5.94e+11,5.68e+10,2410,125,NA,NA,NA,NA,10049261,0,0,0,0,0,0,0,1120728,0,0,11239575,0,438718,"Brain-Gr","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",965,10048296,9.60269615845384e-05,FALSE,6,10049261,12799021,165,261000,10049261,1424,"F",1.64191177838848e-05,0.0259720590399632,0.000632183908045977,"F",165,261000,10049261,1424,"F",1.64191177838848e-05,0.0259720590399632,0.000632183908045977,"F",FALSE,6,"6",165,261000,165,261000,1424,"F",FALSE,6,"infected"
"A0162_S155_L002","A0162_S155_L002","A0162","RA1818_LN-AX-R","I","49-E2","D006","RA1818","Lymph node",2019-01-10,"RA1818_LN-AX-R_dnRNA-L","2019-10-09",2.9e+09,1.82e+09,190000,11600,NA,NA,NA,NA,8684407,0,0,0,0,0,0,0,715877,0,0,10663782,0,406551,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",59623,8624784,0.00686552346061165,FALSE,6,8684407,11786210,143,234169,8684407,1014,"F",1.64662941292365e-05,0.0269643051045397,0.000610670071614945,"F",143,234169,8684407,1014,"F",1.64662941292365e-05,0.0269643051045397,0.000610670071614945,"F",FALSE,6,"6",143,234169,143,234169,1014,"F",FALSE,6,"infected"
"A0163_S154_L002","A0163_S154_L002","A0163","RA1818_LN-ING-L","I","49-E2","D006","RA1818","Lymph node",2019-01-10,"RA1818_LN-ING-L_dnRNA-L","2019-10-09",1.85e+09,1.6e+09,213000,10500,NA,NA,NA,NA,7560084,0,0,0,0,0,0,0,1160403,0,0,7621041,0,239773,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",58444,7501640,0.00773060193511077,FALSE,6,7560084,9021217,178,183660,7560084,728,"F",2.35447119370631e-05,0.0242933808671967,0.000969182184471306,"F",178,183660,7560084,728,"F",2.35447119370631e-05,0.0242933808671967,0.000969182184471306,"F",FALSE,6,"6",178,183660,178,183660,728,"F",FALSE,6,"infected"
"A0164_S153_L002","A0164_S153_L002","A0164","RA1818_LN-MES","I","49-E2","D006","RA1818","Lymph node",2019-01-10,"RA1818_LN-MES_dnRNA-L","2019-10-09",5.3e+09,2.15e+08,838000,6160,NA,NA,NA,NA,6250839,0,0,0,0,0,0,0,1027241,0,0,4533824,0,1692705,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",251814,5999025,0.0402848321641303,FALSE,6,6250839,7253770,30,79580,6250839,281,"F",4.7993557344862e-06,0.0127310909783471,0.00037697914048756,"F",30,79580,6250839,281,"F",4.7993557344862e-06,0.0127310909783471,0.00037697914048756,"F",FALSE,6,"6",30,79580,30,79580,281,"F",FALSE,6,"infected"
"A0165_L1","A0165_L1","A0165","RA1818_LNG-CD-R","J","49-E2","D006","RA1818","Lung",2019-01-10,"RA1818_LNG-CD-R_dnRNA-L","2019-10-16",1.64e+10,8.92e+09,121,4.94,2.6,90.5,1780,NA,35947,0,0,0,0,0,0,0,29911,0,0,112582,0,3536,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",56,35891,0.00155784905555401,FALSE,6,35947,146029,0,475,35947,3,"F",0,0.0132138982390742,0,"F",0,475,35947,3,"F",0,0.0132138982390742,0,"F",FALSE,6,"6",0,475,0,475,3,"F",FALSE,6,"infected"
"A0165_L2","A0165_L2","A0165","RA1818_LNG-CD-R","J","49-E2","D006","RA1818","Lung",2019-01-10,"RA1818_LNG-CD-R_dnRNA-L","2019-10-16",1.64e+10,8.92e+09,121,4.94,2.6,90.5,1780,NA,331976,0,0,0,0,0,0,0,210361,0,0,237908,0,17182,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",591,331385,0.00178024917463913,FALSE,6,331976,465451,2,3985,331976,15,"F",6.02453189387185e-06,0.0120038797985397,0.000501882057716437,"F",2,3985,331976,15,"F",6.02453189387185e-06,0.0120038797985397,0.000501882057716437,"F",FALSE,6,"6",2,3985,2,3985,15,"F",FALSE,6,"infected"
"A0168_S30_L001","A0168_S30_L001","A0168","RA1818_Skin-Non-Rash","E, ABCDE","49-E2","D006","RA1818","Skin",2019-01-10,"RA1818_Skin-Non-Rash_dnRNA","2019-05-08, 2020-03-14",5.74e+09,1.07e+09,63200,14000,4.3,9.03,14300,45,3840555,0,0,0,0,0,0,0,388209,0,0,3799680,0,217343,"Non-Rash","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",89339,3751216,0.0232620024970349,FALSE,6,3840555,4405232,45,75977,3840555,459,"F",1.1717056519175e-05,0.0197828178479412,0.000592284507153481,"F",45,75977,3840555,459,"F",1.1717056519175e-05,0.0197828178479412,0.000592284507153481,"F",FALSE,6,"6",45,75977,45,75977,459,"F",FALSE,6,"infected"
"A0169_S109_L002","A0169_S109_L002","A0169","RA1849_Spleen","M","49-E2","D004","RA1849","Spleen",2019-01-10,"RA1849_Spleen_dnRNA","2020-02-07",81500000,2320000,22300,1910,NA,NA,NA,NA,7851543,0,0,0,0,0,0,0,549276,0,0,8001719,0,469913,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",8078,7843465,0.00102884235620947,FALSE,4,7851543,9020908,4643,184781,7851543,0,"M",0.000591348732344712,0.0235343549669154,0.0251270422824858,"M",4643,184781,7851543,0,"M",0.000591348732344712,0.0235343549669154,0.0251270422824858,"M",FALSE,4,"4",4643,184781,4643,184781,0,"M",FALSE,4,"infected"
"A0171","A0171","A0171","RA1849_Liver-L","L","49-E2","D004","RA1849","Liver",2019-01-10,"RA1849_Liver-L_dnRNA","2020-02-06",6.43e+08,77300000,7340,2670,4.6,172,18400,15,8471258,0,0,0,0,0,0,0,2000814,0,0,850945,0,24108619,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",417,8470841,4.92252744515632e-05,FALSE,4,8471258,26960378,300,11029,8471258,0,"M",3.54138665119159e-05,0.00130193177919974,0.0272010155045788,"M",300,11029,8471258,0,"M",3.54138665119159e-05,0.00130193177919974,0.0272010155045788,"M",FALSE,4,"4",300,11029,300,11029,0,"M",FALSE,4,"infected"
"A0172","A0172","A0172","RA1849_Adrenal","D, ABCDE","49-E2","D004","RA1849","Adrenal Gland",2019-01-10,"RA1849_Adrenal_dnRNA","2019-04-09, 2020-03-14",84300000,1620000,93.4,4.04,4.6,215,1870,86,1396112,0,0,0,0,0,0,0,384348,0,0,1586070,0,286163,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",16,1396096,1.14603985926631e-05,FALSE,4,1396112,2256581,1175,33669,1396112,0,"M",0.000841623021648693,0.0241162600135233,0.0348985713861416,"M",1175,33669,1396112,0,"M",0.000841623021648693,0.0241162600135233,0.0348985713861416,"M",FALSE,4,"4",1175,33669,1175,33669,0,"M",FALSE,4,"infected"
"A0173","A0173","A0173","RA1849_Brain-Wh","K","49-E2","D004","RA1849","Brain",2019-01-10,"RA1849_Brain-Wh_dnRNA-L","2019-10-17",5.96e+10,1.41e+10,1.52,0.242,NA,NA,2570,14,1726129,0,0,0,0,0,0,0,203096,0,0,2660482,0,48652,"Brain-Wh","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",0,1726129,0,FALSE,4,1726129,2912230,920,46749,1726129,0,"M",0.000532984498841048,0.0270831438438263,0.019679565338296,"M",920,46749,1726129,0,"M",0.000532984498841048,0.0270831438438263,0.019679565338296,"M",FALSE,4,"4",920,46749,920,46749,0,"M",FALSE,4,"infected"
"A0173_S111_L002","A0173_S111_L002","A0173","RA1849_Brain-Wh","K","49-E2","D004","RA1849","Brain",2019-01-10,"RA1849_Brain-Wh_dnRNA-L","2019-10-17",5.96e+10,1.41e+10,1.52,0.242,NA,NA,2570,14,2110660,0,0,0,0,0,0,0,200341,0,0,3256913,0,57466,"Brain-Wh","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",0,2110660,0,FALSE,4,2110660,3514720,1158,58487,2110660,0,"M",0.000548643552253797,0.0277102896724247,0.0197992716330125,"M",1158,58487,2110660,0,"M",0.000548643552253797,0.0277102896724247,0.0197992716330125,"M",FALSE,4,"4",1158,58487,1158,58487,0,"M",FALSE,4,"infected"
"A0174_S78_L002","A0174_S78_L002","A0174","RA1849_Brain-Gr","K","49-E2","D004","RA1849","Brain",2019-01-10,"RA1849_Brain-Gr_dnRNA-L","2019-10-17",1.03e+11,2.81e+10,1.54,0.789,NA,NA,NA,NA,16972862,0,0,0,0,0,0,0,3100517,0,0,26656680,0,982314,"Brain-Gr","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",2,16972860,1.17835165336288e-07,FALSE,4,16972862,30739511,10667,435623,16972862,0,"M",0.000628473854321092,0.0256658541146449,0.0244867695231886,"M",10667,435623,16972862,0,"M",0.000628473854321092,0.0256658541146449,0.0244867695231886,"M",FALSE,4,"4",10667,435623,10667,435623,0,"M",FALSE,4,"infected"
"A0176_S152_L002","A0176_S152_L002","A0176","RA1849_LN-AX-R","I","49-E2","D004","RA1849","Lymph node",2019-01-10,"RA1849_LN-AX-R_dnRNA-L","2019-10-09",3.75e+09,1.29e+09,122,19,NA,NA,NA,NA,7112432,0,0,0,0,0,0,0,766303,0,0,9551024,0,537754,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",6,7112426,8.43593302544052e-07,FALSE,4,7112432,10855081,6518,181761,7112432,0,"M",0.000916423524330356,0.0255553937106183,0.0358602780574491,"M",6518,181761,7112432,0,"M",0.000916423524330356,0.0255553937106183,0.0358602780574491,"M",FALSE,4,"4",6518,181761,6518,181761,0,"M",FALSE,4,"infected"
"A0177_S151_L002","A0177_S151_L002","A0177","RA1849_LN-ING-L","I","49-E2","D004","RA1849","Lymph node",2019-01-10,"RA1849_LN-ING-L_dnRNA-L","2019-10-09",1.25e+09,3.14e+08,181,7.28,NA,NA,NA,NA,5426016,0,0,0,0,0,0,0,1083822,0,0,9140451,0,207524,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",53,5425963,9.76775593732123e-06,FALSE,4,5426016,10431797,7287,131499,5426016,0,"M",0.00134297429274075,0.024234908264185,0.0554148700750576,"M",7287,131499,5426016,0,"M",0.00134297429274075,0.024234908264185,0.0554148700750576,"M",FALSE,4,"4",7287,131499,7287,131499,0,"M",FALSE,4,"infected"
"A0178_S150_L002","A0178_S150_L002","A0178","RA1849_LN-MES","I","49-E2","D004","RA1849","Lymph node",2019-01-10,"RA1849_LN-MES_dnRNA-L","2019-10-09",3.4e+09,2.1e+09,127,20.7,NA,NA,NA,NA,6370526,0,0,0,0,0,0,0,1112318,0,0,9104431,0,535117,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",88,6370438,1.38136160185203e-05,FALSE,4,6370526,10751866,6762,149595,6370526,0,"M",0.00106145081269584,0.023482362366938,0.0452020455229119,"M",6762,149595,6370526,0,"M",0.00106145081269584,0.023482362366938,0.0452020455229119,"M",FALSE,4,"4",6762,149595,6762,149595,0,"M",FALSE,4,"infected"
"A0179","A0179","A0179","RA1849_LNG-CD-R","J","49-E2","D004","RA1849","Lung",2019-01-10,"RA1849_LNG-CD-R_dnRNA-L","2019-10-16",5.67e+09,2.23e+09,9.53,1.36,1.6,25.7,920,14,301123,0,0,0,0,0,0,0,25288,0,0,283784,0,13157,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",21,301102,6.97389438867174e-05,FALSE,4,301123,322229,291,6634,301123,0,"M",0.000966382508144512,0.022030864464023,0.0438649381971661,"M",291,6634,301123,0,"M",0.000966382508144512,0.022030864464023,0.0438649381971661,"M",FALSE,4,"4",291,6634,291,6634,0,"M",FALSE,4,"infected"
"A0183_S108_L002","A0183_S108_L002","A0183","RA0917_Spleen","M","49-E2","D006","RA0917","Spleen",2019-01-10,"RA0917_Spleen_dnRNA","2020-02-07",41900000,729000,66200,5540,NA,NA,NA,NA,2578741,0,0,0,0,0,0,0,1339629,0,0,1624188,0,78936,"","Experimental","terminal_routine_manipulations",2,"NHP11","RA0917","M",9.32,"4/19/2011",262392,2316349,0.101751978969582,FALSE,6,2578741,3042753,1045,31290,2578741,0,"M",0.000405236508823492,0.012133828096734,0.0333972515180569,"M",1045,31290,2578741,0,"M",0.000405236508823492,0.012133828096734,0.0333972515180569,"M",FALSE,6,"6",1045,31290,1045,31290,0,"M",FALSE,6,"infected"
"A0183_S64_L002","A0183_S64_L002","A0183","RA0917_Spleen","M","49-E2","D006","RA0917","Spleen",2019-01-10,"RA0917_Spleen_dnRNA","2020-02-07",41900000,729000,66200,5540,NA,NA,NA,NA,3086862,0,0,0,0,0,0,0,1661986,0,0,1874706,0,87618,"","Experimental","terminal_routine_manipulations",2,"NHP11","RA0917","M",9.32,"4/19/2011",298069,2788793,0.096560520036205,FALSE,6,3086862,3624310,1260,37216,3086862,0,"M",0.000408181512487439,0.012056256483121,0.0338564058469476,"M",1260,37216,3086862,0,"M",0.000408181512487439,0.012056256483121,0.0338564058469476,"M",FALSE,6,"6",1260,37216,1260,37216,0,"M",FALSE,6,"infected"
"A0184_S99_L002","A0184_S99_L002","A0184","RA0917_Kidney","J","49-E2","D006","RA0917","Kidney",2019-01-10,"RA0917_Kidney_dnRNA-L","2019-10-16",1.5e+10,1.27e+10,252,6.53,3.4,82.6,NA,NA,1190527,0,0,0,0,0,0,0,451729,0,0,697875,0,140902,"","Experimental","terminal_routine_manipulations",2,"NHP11","RA0917","M",9.32,"4/19/2011",7325,1183202,0.00615273740116772,FALSE,6,1190527,1290506,819,17303,1190527,0,"M",0.000687930639120322,0.0145338996931611,0.0473328324567994,"M",819,17303,1190527,0,"M",0.000687930639120322,0.0145338996931611,0.0473328324567994,"M",FALSE,6,"6",819,17303,819,17303,0,"M",FALSE,6,"infected"
"A0185_S54_L001","A0185_S54_L001","A0185","RA0917_Liver-L","L","49-E2","D006","RA0917","Liver",2019-01-10,"RA0917_Liver-L_dnRNA","2020-02-06",4.04e+08,2.59e+08,246000,102000,NA,53,13100,16,3680375,0,0,0,0,0,0,0,1074816,0,0,310912,0,12948963,"","Experimental","terminal_routine_manipulations",2,"NHP11","RA0917","M",9.32,"4/19/2011",1902,3678473,0.000516795163536324,FALSE,6,3680375,14334691,55,3498,3680375,0,"M",1.49441293346466e-05,0.000950446625683524,0.0157232704402516,"M",55,3498,3680375,0,"M",1.49441293346466e-05,0.000950446625683524,0.0157232704402516,"M",FALSE,6,"6",55,3498,55,3498,0,"M",FALSE,6,"infected"
"A0188_S77_L002","A0188_S77_L002","A0188","RA0917_Brain-Gr","K","49-E2","D006","RA0917","Brain",2019-01-10,"RA0917_Brain-Gr_dnRNA-L","2019-10-17",6.62e+11,1.45e+10,742,25.1,NA,NA,NA,NA,4540539,0,0,0,0,0,0,0,944258,0,0,6309184,0,248254,"Brain-Gr","Experimental","terminal_routine_manipulations",2,"NHP11","RA0917","M",9.32,"4/19/2011",161,4540378,3.54583453638434e-05,FALSE,6,4540539,7501696,2445,111385,4540539,0,"M",0.000538482325556503,0.0245312285611906,0.021950891053553,"M",2445,111385,4540539,0,"M",0.000538482325556503,0.0245312285611906,0.021950891053553,"M",FALSE,6,"6",2445,111385,2445,111385,0,"M",FALSE,6,"infected"
"A0190_S149_L002","A0190_S149_L002","A0190","RA0917_LN-AX-R","I","49-E2","D006","RA0917","Lymph node",2019-01-10,"RA0917_LN-AX-R_dnRNA-L","2019-10-09",3.49e+08,1.86e+08,1080000,231000,NA,NA,NA,NA,4230682,0,0,0,0,0,0,0,1179350,0,0,2870294,0,183605,"","Experimental","terminal_routine_manipulations",2,"NHP11","RA0917","M",9.32,"4/19/2011",925085,3305597,0.218660962936945,FALSE,6,4230682,4233249,2860,58468,4230682,0,"M",0.000676013938178289,0.0138199940340588,0.0489156461654238,"M",2860,58468,4230682,0,"M",0.000676013938178289,0.0138199940340588,0.0489156461654238,"M",FALSE,6,"6",2860,58468,2860,58468,0,"M",FALSE,6,"infected"
"A0191_S148_L002","A0191_S148_L002","A0191","RA0917_LN-ING-L","I","49-E2","D006","RA0917","Lymph node",2019-01-10,"RA0917_LN-ING-L_dnRNA-L","2019-10-09",1.97e+09,2.96e+08,801000,23700,NA,NA,NA,NA,4114353,0,0,0,0,0,0,0,2638382,0,0,1201641,0,267563,"","Experimental","terminal_routine_manipulations",2,"NHP11","RA0917","M",9.32,"4/19/2011",450471,3663882,0.10948768858676,FALSE,6,4114353,4107586,506,18097,4114353,0,"M",0.000122984099808645,0.00439850445501395,0.027960435431287,"M",506,18097,4114353,0,"M",0.000122984099808645,0.00439850445501395,0.027960435431287,"M",FALSE,6,"6",506,18097,506,18097,0,"M",FALSE,6,"infected"
"A0192_S147_L002","A0192_S147_L002","A0192","RA0917_LN-MES","I","49-E2","D006","RA0917","Lymph node",2019-01-10,"RA0917_LN-MES_dnRNA-L","2019-10-09",4.55e+09,1.1e+09,3e+06,51900,NA,NA,NA,NA,7804037,0,0,0,0,0,0,0,1173356,0,0,3128992,0,698851,"","Experimental","terminal_routine_manipulations",2,"NHP11","RA0917","M",9.32,"4/19/2011",2764772,5039265,0.354274588908279,FALSE,6,7804037,5001199,1937,59402,7804037,0,"M",0.000248204871401814,0.00761170148219441,0.0326083296858692,"M",1937,59402,7804037,0,"M",0.000248204871401814,0.00761170148219441,0.0326083296858692,"M",FALSE,6,"6",1937,59402,1937,59402,0,"M",FALSE,6,"infected"
"A0197_S107_L002","A0197_S107_L002","A0197","RA1423_Spleen","M","49-E2","D008","RA1423","Spleen",2019-01-10,"RA1423_Spleen_dnRNA","2020-02-07",24600000,1010000,158000,5930,NA,NA,NA,NA,1372978,0,0,0,0,0,0,0,496425,0,0,353300,0,45700,"","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",639008,733970,0.465417508510697,FALSE,8,1372978,895425,671,12595,1372978,0,"M",0.000488718683037893,0.00917349003407192,0.0532751091703057,"M",671,12595,1372978,0,"M",0.000488718683037893,0.00917349003407192,0.0532751091703057,"M",FALSE,8,"8",671,12595,671,12595,0,"M",FALSE,8,"infected"
"A0197_S63_L002","A0197_S63_L002","A0197","RA1423_Spleen","M","49-E2","D008","RA1423","Spleen",2019-01-10,"RA1423_Spleen_dnRNA","2020-02-07",24600000,1010000,158000,5930,NA,NA,NA,NA,1806197,0,0,0,0,0,0,0,606627,0,0,479163,0,60194,"","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",828811,977386,0.458870765481285,FALSE,8,1806197,1145984,889,17268,1806197,0,"M",0.000492194373039043,0.00956041893547603,0.0514825110030113,"M",889,17268,1806197,0,"M",0.000492194373039043,0.00956041893547603,0.0514825110030113,"M",FALSE,8,"8",889,17268,889,17268,0,"M",FALSE,8,"infected"
"A0198_S98_L002","A0198_S98_L002","A0198","RA1423_Kidney","J","49-E2","D008","RA1423","Kidney",2019-01-10,"RA1423_Kidney_dnRNA-L","2019-10-16",1.73e+10,7.19e+09,771,30.5,3.9,38.4,NA,NA,2210640,0,0,0,0,0,0,0,860602,0,0,953158,0,195419,"","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",318076,1892564,0.143884124054572,FALSE,8,2210640,2009179,1423,32737,2210640,0,"M",0.000643704990410017,0.0148088336409366,0.0434676360081865,"M",1423,32737,2210640,0,"M",0.000643704990410017,0.0148088336409366,0.0434676360081865,"M",FALSE,8,"8",1423,32737,1423,32737,0,"M",FALSE,8,"infected"
"A0199_S53_L001","A0199_S53_L001","A0199","RA1423_Liver-L","L","49-E2","D008","RA1423","Liver",2019-01-10,"RA1423_Liver-L_dnRNA","2020-02-06",62900000,44800000,346000,114000,NA,6,22100,17,2350684,0,0,0,0,0,0,0,1208666,0,0,164104,0,9186579,"","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",11766,2338918,0.00500535163382233,FALSE,8,2350684,10559349,17,1257,2350684,0,"M",7.23193759773751e-06,0.000534737974138591,0.0135242641209228,"M",17,1257,2350684,0,"M",7.23193759773751e-06,0.000534737974138591,0.0135242641209228,"M",FALSE,8,"8",17,1257,17,1257,0,"M",FALSE,8,"infected"
"A0201","A0201","A0201","RA1423_Brain-Wh","K","49-E2","D008","RA1423","Brain",2019-01-10,"RA1423_Brain-Wh_dnRNA-L","2019-10-17",7.67e+10,7.21e+09,6960,972,NA,NA,7270,16,2532624,0,0,0,0,0,0,0,291451,0,0,2761630,0,74454,"Brain-Wh","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",519,2532105,0.000204925800276709,FALSE,8,2532624,3127535,1470,64138,2532624,0,"M",0.00058042567708432,0.0253247225012477,0.0229193301942686,"M",1470,64138,2532624,0,"M",0.00058042567708432,0.0253247225012477,0.0229193301942686,"M",FALSE,8,"8",1470,64138,1470,64138,0,"M",FALSE,8,"infected"
"A0201_S109_L002","A0201_S109_L002","A0201","RA1423_Brain-Wh","K","49-E2","D008","RA1423","Brain",2019-01-10,"RA1423_Brain-Wh_dnRNA-L","2019-10-17",7.67e+10,7.21e+09,6960,972,NA,NA,7270,16,3335925,0,0,0,0,0,0,0,301398,0,0,3594218,0,90957,"Brain-Wh","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",684,3335241,0.000205040580948313,FALSE,8,3335925,3986573,1904,86791,3335925,0,"M",0.000570756237025712,0.0260170717267325,0.0219377585233492,"M",1904,86791,3335925,0,"M",0.000570756237025712,0.0260170717267325,0.0219377585233492,"M",FALSE,8,"8",1904,86791,1904,86791,0,"M",FALSE,8,"infected"
"A0202_S76_L002","A0202_S76_L002","A0202","RA1423_Brain-Gr","K","49-E2","D008","RA1423","Brain",2019-01-10,"RA1423_Brain-Gr_dnRNA-L","2019-10-17",2.93e+11,3.88e+10,23000,1520,NA,NA,NA,NA,4509502,0,0,0,0,0,0,0,560851,0,0,5853456,0,201324,"Brain-Gr","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",3461,4506041,0.000767490512256121,FALSE,8,4509502,6615631,2866,131505,4509502,0,"M",0.000635546896309171,0.0291617566640396,0.0217938481426562,"M",2866,131505,4509502,0,"M",0.000635546896309171,0.0291617566640396,0.0217938481426562,"M",FALSE,8,"8",2866,131505,2866,131505,0,"M",FALSE,8,"infected"
"A0204_S146_L002","A0204_S146_L002","A0204","RA1423_LN-AX-R","I","49-E2","D008","RA1423","Lymph node",2019-01-10,"RA1423_LN-AX-R_dnRNA-L","2019-10-09",7.25e+09,5.1e+09,1270000,111000,NA,NA,NA,NA,7641748,0,0,0,0,0,0,0,729445,0,0,8870524,0,475852,"","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",71316,7570432,0.00933241975527065,FALSE,8,7641748,10075821,7068,201432,7641748,0,"M",0.000924919272396839,0.0263594141026373,0.0350887644465626,"M",7068,201432,7641748,0,"M",0.000924919272396839,0.0263594141026373,0.0350887644465626,"M",FALSE,8,"8",7068,201432,7068,201432,0,"M",FALSE,8,"infected"
"A0205_S145_L002","A0205_S145_L002","A0205","RA1423_LN-ING-L","I","49-E2","D008","RA1423","Lymph node",2019-01-10,"RA1423_LN-ING-L_dnRNA-L","2019-10-09",3.46e+08,4950000,25900,7550,NA,NA,NA,NA,7407858,0,0,0,0,0,0,0,887566,0,0,10142443,0,379667,"","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",194119,7213739,0.0262044709820302,FALSE,8,7407858,11409676,6975,158494,7407858,0,"M",0.000941567724435323,0.0213953885185164,0.0440079750653022,"M",6975,158494,7407858,0,"M",0.000941567724435323,0.0213953885185164,0.0440079750653022,"M",FALSE,8,"8",6975,158494,6975,158494,0,"M",FALSE,8,"infected"
